0 -0.762234 0.00359559
1 -0.761975 0.00357679
2 -0.761559 0.00356567
3 -0.761921 0.00349022
4 -0.763702 0.0035433
5 -0.762981 0.0033142
6 -0.762759 0.00327194
7 -0.763492 0.00335355
8 -0.763668 0.00351935
9 -0.764912 0.00383502
10 -0.764907 0.00451505
11 -0.764603 0.00454009
12 -0.765933 0.00413615
13 -0.766381 0.00417016
14 -0.767991 0.00432862
15 -0.768125 0.00415707
16 -0.768939 0.00370467
17 -0.769722 0.00364099
18 -0.769621 0.00378433
19 -0.769735 0.00377907
20 -0.771233 0.00387816
21 -0.770768 0.00397323
22 -0.771152 0.00370223
23 -0.771216 0.00400497
24 -0.770868 0.00399616
25 -0.770511 0.00380653
26 -0.772148 0.00375267
27 -0.772249 0.00360569
28 -0.772612 0.00340688
29 -0.77231 0.00344849
30 -0.771357 0.0035082
31 -0.771699 0.00328657
32 -0.77168 0.00342393
33 -0.771913 0.00344188
34 -0.772205 0.00346898
35 -0.772192 0.00369409
36 -0.771704 0.00364052
37 -0.772714 0.00379632
38 -0.773059 0.00374267
39 -0.772574 0.00366562
40 -0.773305 0.00363949
41 -0.774378 0.00362853
42 -0.774989 0.00349484
43 -0.775023 0.00353304
44 -0.775532 0.00363265
45 -0.775259 0.00353412
46 -0.774618 0.00340473
47 -0.776861 0.00317756
48 -0.776673 0.00322282
49 -0.776742 0.00297921
50 -0.776562 0.00316952
51 -0.777617 0.00309614
52 -0.777501 0.00323154
53 -0.777264 0.00333953
54 -0.77607 0.00347297
55 -0.77695 0.00355145
56 -0.776634 0.00375827
57 -0.776009 0.00379811
58 -0.775657 0.00359068
59 -0.776251 0.00375313
60 -0.777297 0.003801
61 -0.777928 0.00363371
62 -0.778015 0.00348924
63 -0.77734 0.00336012
64 -0.777597 0.00343685
65 -0.7781 0.00310122
66 -0.778841 0.00309768
67 -0.778608 0.00309739
68 -0.779513 0.00300754
69 -0.779506 0.00279785
70 -0.779601 0.00269473
71 -0.779043 0.00267429
72 -0.77956 0.0029064
73 -0.779852 0.00298277
74 -0.779144 0.0026588
75 -0.778685 0.00292546
76 -0.778414 0.00287337
77 -0.776701 0.00302533
78 -0.776286 0.00302583
79 -0.776081 0.00307738
80 -0.776785 0.00270587
81 -0.77757 0.00274787
82 -0.777651 0.00297879
83 -0.777266 0.00286658
84 -0.777536 0.00310215
85 -0.777641 0.00296789
86 -0.776655 0.00305767
87 -0.776084 0.00310056
88 -0.776377 0.00307885
89 -0.776104 0.00319793
90 -0.775343 0.00309636
91 -0.776008 0.00322525
92 -0.776274 0.0029215
93 -0.776521 0.00303824
94 -0.776752 0.0031495
95 -0.77632 0.00318511
96 -0.776845 0.00306457
97 -0.777374 0.0030581
98 -0.777779 0.003049
99 -0.777631 0.00286415
100 -0.778746 0.00307129
101 -0.779563 0.0030815
102 -0.778367 0.0028961
103 -0.778152 0.00285466
104 -0.778128 0.00273978
105 -0.778931 0.00286908
106 -0.778388 0.00291549
107 -0.778927 0.00291543
108 -0.777622 0.00280755
109 -0.778129 0.00267501
110 -0.779523 0.00274373
111 -0.778789 0.00282577
112 -0.779198 0.0027643
