           1     1.16793     1.16793	0
           2     1.13055     1.14924	0.0186883
           3     1.25895     1.18581	0.0381291
           4     1.32868     1.22153	0.044751
           5     1.23562     1.22435	0.0347783
           6     1.22243     1.22403	0.0283982
           7     1.23132     1.22507	0.0240234
           8     1.23374     1.22615	0.0208331
           9     1.22103     1.22558	0.0183819
          10     1.23269     1.22629	0.0164566
          11     1.19118      1.2231	0.0152241
          12     1.12787     1.21517	0.0160041
          13     1.16572     1.21136	0.0152051
          14     1.21937     1.21193	0.0140888
          15     1.25184     1.21459	0.0133831
          16     1.19217     1.21319	0.012597
          17      1.1612     1.21013	0.0122216
          18     1.26143     1.21298	0.0118698
          19     1.24894     1.21488	0.0113861
          20     1.21888     1.21508	0.0108036
          21     1.20971     1.21482	0.0102795
          22     1.22698     1.21537	0.00981666
          23     1.22391     1.21575	0.00938749
          24     1.27411     1.21818	0.00931107
          25     1.27156     1.22031	0.00918258
          26     1.20085     1.21956	0.00885405
          27     1.17659     1.21797	0.00866723
          28     1.17665      1.2165	0.0084813
          29     1.20037     1.21594	0.0082025
          30     1.21852     1.21603	0.00792483
          31     1.17272     1.21463	0.00779121
          32     1.16729     1.21315	0.00768748
          33     1.15287     1.21132	0.00767151
          34      1.1964     1.21088	0.00745539
          35     1.25829     1.21224	0.00736487
          36     1.27734     1.21405	0.00738228
          37     1.27381     1.21566	0.00735941
          38     1.25641     1.21673	0.00724296
          39     1.25416     1.21769	0.00711975
          40     1.16364     1.21634	0.00706981
          41     1.18128     1.21549	0.00694805
          42     1.20919     1.21534	0.00678226
          43      1.2312     1.21571	0.00663292
          44     1.26047     1.21672	0.00655978
          45     1.23344      1.2171	0.0064231
          46     1.18645     1.21643	0.00631713
          47     1.15063     1.21503	0.00633781
          48     1.16634     1.21402	0.00628674
          49     1.19939     1.21372	0.00616434
          50     1.15256     1.21249	0.00616242
          51     1.15519     1.21137	0.006144
          52     1.26909     1.21248	0.0061261
          53     1.28442     1.21384	0.00616076
          54     1.22154     1.21398	0.00604728
          55     1.26491     1.21491	0.00600811
          56     1.23699      1.2153	0.00591301
          57     1.15947     1.21432	0.00589034
          58     1.15511      1.2133	0.00587725
          59     1.22492      1.2135	0.00578013
          60     1.21825     1.21358	0.00568353
          61     1.20784     1.21348	0.00559037
          62     1.19303     1.21315	0.00550935
          63     1.18709     1.21274	0.00543695
          64     1.19725      1.2125	0.0053568
          65      1.2185     1.21259	0.00527455
          66     1.20706      1.2125	0.00519469
          67     1.16831     1.21185	0.00515892
          68     1.19797     1.21164	0.00508658
          69     1.23614       1.212	0.00502488
          70      1.2051      1.2119	0.00495355
          71     1.20531      1.2118	0.00488416
          72     1.29925     1.21302	0.00496663
          73     1.29381     1.21413	0.0050216
          74     1.14323     1.21317	0.00504507
          75     1.16708     1.21255	0.00501515
          76     1.19779     1.21236	0.00495253
          77     1.17105     1.21182	0.00491715
          78     1.20092     1.21168	0.00485571
          79     1.33588     1.21326	0.00504506
          80     1.39023     1.21547	0.0054507
          81     1.21404     1.21545	0.00538301
          82     1.04585     1.21338	0.00570506
          83     1.11792     1.21223	0.00575205
          84     1.21243     1.21223	0.00568316
          85     1.19957     1.21208	0.00561788
          86      1.2116     1.21208	0.00555217
          87     1.27134     1.21276	0.00553009
          88     1.25867     1.21328	0.00549172
          89     1.15559     1.21263	0.00546822
          90       1.177     1.21224	0.0054216
          91     1.26724     1.21284	0.00539565
          92     1.34293     1.21426	0.00552084
          93     1.25767     1.21472	0.00548107
          94      1.1974     1.21454	0.00542558
          95     1.14306     1.21379	0.00542063
          96     1.16239     1.21325	0.00539052
          97     1.24562     1.21358	0.00534508
          98     1.23316     1.21378	0.00529403
          99     1.17903     1.21343	0.00525203
         100     1.18035      1.2131	0.00520976
