           1    -5.44087    -5.44087	0
           2    -5.44237    -5.44162	0.00075316
           3    -5.44541    -5.44288	0.00133631
           4    -5.44168    -5.44258	0.000991338
           5    -5.43803    -5.44167	0.00119083
           6    -5.43938    -5.44129	0.00104488
           7    -5.44359    -5.44162	0.000941981
           8     -5.4425    -5.44173	0.000823264
           9    -5.44077    -5.44162	0.000733747
          10    -5.44078    -5.44154	0.000661697
          11    -5.43846    -5.44126	0.00066078
          12    -5.43773    -5.44096	0.000670915
          13    -5.44102    -5.44097	0.000617169
          14    -5.44463    -5.44123	0.000628346
          15    -5.44465    -5.44146	0.000627689
          16    -5.44386    -5.44161	0.000606108
          17    -5.44475    -5.44179	0.000598558
          18    -5.44212    -5.44181	0.000564615
          19    -5.44632    -5.44205	0.000584496
          20    -5.44443    -5.44217	0.000567175
          21    -5.43909    -5.44202	0.000559024
          22    -5.44149      -5.442	0.000533566
          23    -5.44261    -5.44202	0.000510533
          24    -5.44342    -5.44208	0.000492223
          25    -5.44088    -5.44203	0.000474582
          26    -5.43962    -5.44194	0.000465325
          27       -5.44    -5.44187	0.000453494
          28    -5.44202    -5.44187	0.000437031
          29    -5.44297    -5.44191	0.000423393
          30    -5.44085    -5.44188	0.000410573
          31    -5.44098    -5.44185	0.00039815
          32     -5.4406    -5.44181	0.00038747
          33    -5.44059    -5.44177	0.000377356
          34    -5.44348    -5.44182	0.000369528
          35    -5.44216    -5.44183	0.000358947
          36    -5.44234    -5.44185	0.000349118
          37    -5.44343    -5.44189	0.000342246
          38     -5.4425    -5.44191	0.000333509
          39    -5.43939    -5.44184	0.00033117
          40    -5.43995    -5.44179	0.000326231
          41    -5.44132    -5.44178	0.000318386
          42    -5.44027    -5.44175	0.000312801
          43     -5.4415    -5.44174	0.000305492
          44    -5.44249    -5.44176	0.000298959
          45    -5.44162    -5.44175	0.000292256
          46    -5.44017    -5.44172	0.000287892
          47    -5.44106    -5.44171	0.000282048
          48    -5.44421    -5.44176	0.000280988
          49    -5.44656    -5.44186	0.000292109
          50    -5.44081    -5.44183	0.000286977
          51    -5.43839    -5.44177	0.000289311
          52    -5.44302    -5.44179	0.000284719
          53    -5.44211     -5.4418	0.000279361
          54    -5.44253    -5.44181	0.000274472
          55    -5.44606    -5.44189	0.000280293
          56    -5.44186    -5.44189	0.000275242
          57    -5.43696     -5.4418	0.000283868
          58    -5.44131    -5.44179	0.000279058
          59    -5.44013    -5.44176	0.000275727
          60    -5.43944    -5.44173	0.000273841
          61    -5.43927    -5.44169	0.000272295
          62    -5.44117    -5.44168	0.000267998
          63    -5.44099    -5.44167	0.000263934
          64    -5.43907    -5.44163	0.000262916
          65    -5.44194    -5.44163	0.000258884
          66    -5.44052    -5.44161	0.000255482
          67    -5.44189    -5.44162	0.000251674
          68    -5.44299    -5.44164	0.000248767
          69    -5.44416    -5.44168	0.000247845
          70    -5.44282    -5.44169	0.000244829
          71    -5.44413    -5.44173	0.000243794
          72    -5.44392    -5.44176	0.000242303
          73     -5.4391    -5.44172	0.000241716
          74    -5.43972    -5.44169	0.000239949
          75    -5.44465    -5.44173	0.000239988
          76     -5.4407    -5.44172	0.0002372
          77    -5.44099    -5.44171	0.000234288
          78    -5.44275    -5.44172	0.000231647
          79    -5.44465    -5.44176	0.000231676
          80    -5.44077    -5.44175	0.000229097
          81     -5.4368    -5.44169	0.000234352
          82    -5.43848    -5.44165	0.000234764
          83    -5.44512    -5.44169	0.000235663
          84    -5.44281     -5.4417	0.000233221
          85     -5.4408    -5.44169	0.000230705
          86    -5.44091    -5.44168	0.000228189
          87    -5.44019    -5.44167	0.000226205
          88    -5.43826    -5.44163	0.000226947
          89     -5.4385    -5.44159	0.000227117
          90    -5.44381    -5.44162	0.000225927
          91    -5.44414    -5.44164	0.000225146
          92    -5.44265    -5.44165	0.000222956
          93    -5.43933    -5.44163	0.000221957
          94    -5.43936    -5.44161	0.00022091
          95    -5.44192    -5.44161	0.000218597
          96    -5.44561    -5.44165	0.000220279
          97    -5.44597     -5.4417	0.000222505
          98    -5.44259     -5.4417	0.000220411
          99    -5.44134     -5.4417	0.000218205
         100    -5.43952    -5.44168	0.000217106
