0 26.9045
1 24.7754
2 24.0712
3 22.2418
4 20.3153
5 20.269
6 20.269
7 20.269
8 20.269
9 19.792
10 19.792
11 18.98
12 18.7168
13 18.6588
14 17.758
15 17.3065
16 16.2169
17 15.91
18 14.8532
19 14.8532
20 14.8307
21 14.1827
22 14.1729
23 13.0434
24 13.0434
25 13.0434
26 13.0434
27 13.0434
28 13.0434
29 13.0434
30 13.0434
31 13.0434
32 13.0434
33 12.9293
34 12.9293
35 12.9293
36 12.7919
37 12.7919
38 12.7919
39 12.7018
40 12.7018
41 12.7018
42 12.2178
43 11.8224
44 11.721
45 11.683
46 11.683
47 11.683
48 11.683
49 11.683
