0 321.099
1 294.209
2 277.988
3 277.988
4 264.769
5 260.836
6 242.797
7 225.431
8 216.54
9 211.753
10 208.531
11 202.186
12 199.779
13 198.696
14 196.833
15 196.833
16 196.833
17 196.833
18 186.741
19 186.741
20 186.115
21 175.987
22 174.904
23 174.904
24 174.904
25 169.573
26 155.441
27 145.976
28 145.975
29 137.001
30 133.469
31 133.469
32 132.992
33 129.093
34 128.228
35 128.228
36 128.228
37 128.228
38 128.228
39 128.228
40 125.552
41 116.733
42 116.733
43 116.733
44 116.733
45 116.733
46 116.733
47 116.733
48 115.265
49 115.265
