0 325.176
1 321.037
2 304.435
3 297.557
4 288.169
5 281.47
6 277.269
7 259.389
8 241.996
9 224.649
10 216.933
11 211.076
12 206.22
13 208.939
14 201.747
15 198.557
16 200.21
17 197.025
18 203.24
19 199.87
20 190.491
21 186.044
22 187.567
23 180.316
24 175.558
25 177.102
26 174.288
27 163.397
28 168.726
29 154.777
30 156.332
31 141.879
32 134.79
33 138.766
34 133.661
35 138.819
36 130.578
37 128.368
38 140.347
39 129.13
40 128.121
41 126.981
42 122.554
43 116.909
44 116.733
45 116.733
46 120.432
47 116.733
48 123.592
49 116.821
