0 326.159
1000 78.3543
2000 86.0527
3000 67.399
4000 74.5707
5000 66.253
6000 79.4003
7000 68.1103
8000 67.5508
9000 63.1946
10000 66.8099
11000 64.3574
12000 63.8362
13000 64.2464
14000 62.4511
15000 63.938
16000 63.1946
17000 62.8421
18000 63.1248
19000 63.503
20000 63.0055
21000 63.0212
22000 62.4668
23000 62.4668
24000 62.7227
25000 62.4511
26000 62.4511
27000 62.7227
28000 62.4668
29000 62.4511
30000 62.5862
31000 62.5862
32000 62.4511
33000 62.4668
34000 62.4511
35000 62.4511
36000 62.4511
37000 62.4511
38000 62.4511
39000 62.4668
40000 62.4511
41000 62.4511
42000 62.4668
43000 62.4511
44000 62.4668
45000 62.4668
46000 62.4511
47000 62.4511
48000 62.4511
49000 62.4511
50000 62.4511
51000 62.4511
52000 62.4511
53000 62.4511
54000 62.4511
55000 62.4511
56000 62.4511
57000 62.4511
58000 62.4511
59000 62.4511
