0 326.159
1 308.5
2 293.507
3 282.092
4 265.088
5 261.948
6 261.259
7 261.259
8 256.983
9 232.214
10 222.966
11 216.569
12 205.748
13 199.612
14 196.266
15 176.816
16 176.816
17 169.89
18 167.461
19 167.358
20 161.959
21 154.127
22 148.625
23 143.528
24 143.528
25 142.744
26 142.625
27 137.416
28 137.416
29 136.83
30 136.637
31 136.637
32 131.995
33 131.995
34 128.72
35 128.72
36 128.72
37 127.944
38 126.958
39 124.911
40 121.443
41 119.913
42 119.913
43 119.681
44 118.565
45 116.284
46 112.557
47 112.557
48 111.631
49 110.284
50 110.284
51 110.284
52 109.47
53 109.351
54 109.351
55 109.351
56 109.351
57 109.351
58 109.351
59 108.812
60 108.812
61 108.198
62 104.076
63 99.9453
64 99.2968
65 99.2968
66 97.8984
67 97.8984
68 97.8984
69 95.7522
70 95.7522
71 95.7522
72 95.7522
73 95.7522
74 95.7522
75 95.7522
76 95.7522
77 95.7522
78 95.7522
79 95.7522
80 95.7522
81 95.6725
82 95.6725
83 95.6725
84 95.6725
85 91.5688
86 91.4494
87 90.7217
88 90.7217
89 90.7217
90 90.7217
91 90.7217
92 90.7217
93 90.7217
94 90.7217
95 90.7217
96 90.7217
97 90.7217
98 90.7217
99 90.7217
