0 26.9045
1 26.9045
2 26.9045
3 26.9045
4 26.9045
5 25.0461
6 25.0461
7 24.5111
8 24.5111
9 24.4659
10 22.7208
11 22.7208
12 21.6338
13 20.9185
14 20.7305
15 20.4511
16 19.811
17 19.6014
18 18.6301
19 18.6215
20 18.6215
21 18.6215
22 18.6215
23 18.6215
24 18.2248
25 18.3205
26 17.5357
27 16.8124
28 16.8124
29 16.2191
30 16.1865
31 16.1865
32 15.8991
33 15.5291
34 15.5291
35 15.5291
36 15.5291
37 15.3804
38 15.3061
39 15.2529
40 15.2529
41 14.6461
42 13.9775
43 13.9775
44 13.972
45 13.972
46 13.972
47 13.972
48 13.972
49 13.972
50 13.972
51 13.972
52 13.972
53 13.972
54 13.972
55 13.972
56 13.972
57 13.972
58 13.972
59 13.972
60 13.972
61 13.972
62 13.972
63 13.972
64 13.972
65 13.2107
66 12.9613
67 12.6283
68 12.6283
69 12.1354
70 11.9295
71 11.9295
72 11.7505
73 11.536
74 11.536
75 11.4328
76 11.4328
77 11.4328
78 11.4328
79 11.4328
80 11.2909
81 11.2843
82 11.196
83 11.196
84 11.196
85 11.196
86 11.196
87 11.196
88 11.196
89 11.0903
90 11.0903
91 11.0903
92 11.0903
93 11.0903
94 11.0903
95 11.0903
96 11.0903
97 10.9284
98 10.9284
99 10.4197
