           1   -0.531302   -0.531302	0
           2   -0.552002   -0.541652	0.0103504
           3   -0.531229   -0.538178	0.00691243
           4      -0.523   -0.534383	0.00618773
           5   -0.546871   -0.536881	0.00540472
           6   -0.578062   -0.543744	0.00815973
           7   -0.571637   -0.547729	0.00796462
           8   -0.560804   -0.549363	0.00708856
           9   -0.555072   -0.549998	0.00628362
          10   -0.548808   -0.549879	0.0056215
          11    -0.53784   -0.548784	0.00520129
          12   -0.523929   -0.546713	0.00518023
          13   -0.524504   -0.545005	0.00506211
          14   -0.531588   -0.544046	0.00478358
          15   -0.525385   -0.542802	0.00462378
          16   -0.512424   -0.540904	0.00472352
          17   -0.521243   -0.539747	0.00458522
          18    -0.53656    -0.53957	0.00432661
          19   -0.543707   -0.539788	0.00409835
          20   -0.546548   -0.540126	0.0039027
          21   -0.545969   -0.540404	0.00372262
          22   -0.539828   -0.540378	0.00354948
          23   -0.526266   -0.539764	0.00344669
          24   -0.497425      -0.538	0.00374192
          25   -0.479327   -0.535653	0.00428833
          26   -0.499785   -0.534274	0.00434492
          27   -0.507103   -0.533267	0.0043003
          28   -0.487741   -0.531641	0.00445144
          29   -0.486327   -0.530079	0.0045706
          30   -0.493942   -0.528874	0.00457697
          31   -0.495665   -0.527803	0.00455464
          32   -0.516015   -0.527435	0.00442537
          33   -0.544445    -0.52795	0.00432004
          34   -0.549498   -0.528584	0.0042387
          35   -0.534481   -0.528752	0.00411926
          36    -0.52311   -0.528596	0.00400627
          37   -0.529299   -0.528615	0.00389653
          38   -0.539811   -0.528909	0.00380403
          39   -0.548852   -0.529421	0.00374033
          40   -0.563146   -0.530264	0.00374185
          41   -0.571941    -0.53128	0.00378837
          42   -0.539654    -0.53148	0.00370244
          43   -0.510242   -0.530986	0.00364889
          44   -0.548815   -0.531391	0.00358795
          45     -0.5428   -0.531645	0.00351647
          46   -0.526855    -0.53154	0.00344075
          47   -0.532373   -0.531558	0.00336679
          48   -0.550789   -0.531959	0.00332017
          49   -0.543818   -0.532201	0.0032607
          50   -0.535687    -0.53227	0.00319558
          51   -0.549038   -0.532599	0.0031495
          52   -0.545574   -0.532849	0.0030984
          53   -0.538366   -0.532953	0.00304116
          54    -0.53073   -0.532912	0.0029846
          55   -0.520526   -0.532687	0.00293847
          56   -0.489364   -0.531913	0.00298743
          57    -0.48268   -0.531049	0.00305902
          58   -0.512068   -0.530722	0.00302358
          59   -0.514928   -0.530454	0.00298392
          60   -0.510582   -0.530123	0.00295241
          61   -0.519679   -0.529952	0.00290865
          62   -0.525855   -0.529886	0.00286211
          63   -0.507899   -0.529537	0.00283786
          64   -0.479328   -0.528752	0.00290124
          65   -0.505197    -0.52839	0.00287916
          66   -0.502161   -0.527992	0.00286292
          67   -0.481261   -0.527295	0.00290484
          68   -0.492807   -0.526788	0.0029064
          69   -0.507775   -0.526512	0.00287719
          70   -0.517766   -0.526387	0.00283854
          71   -0.526988   -0.526396	0.00279829
          72   -0.518833   -0.526291	0.00276115
          73   -0.504555   -0.525993	0.00273929
          74   -0.515271   -0.525848	0.00270591
          75   -0.525791   -0.525847	0.00266958
          76   -0.515632   -0.525713	0.00263765
          77   -0.500345   -0.525383	0.00262393
          78   -0.510413   -0.525191	0.00259718
          79   -0.528644   -0.525235	0.00256446
          80   -0.533778   -0.525342	0.00253445
          81   -0.521263   -0.525292	0.00250348
          82   -0.494938   -0.524921	0.00250031
          83   -0.495779    -0.52457	0.00249483
          84   -0.498576   -0.524261	0.0024843
          85   -0.502974    -0.52401	0.00246764
          86   -0.452218   -0.523176	0.0025777
          87   -0.421927   -0.522012	0.0028011
          88   -0.480808   -0.521544	0.00280839
          89   -0.511487   -0.521431	0.00277896
          90   -0.530398    -0.52153	0.00274971
          91   -0.527818   -0.521599	0.0027202
          92     -0.5028   -0.521395	0.00269822
          93   -0.472581    -0.52087	0.00272017
          94   -0.473873    -0.52037	0.00273713
          95   -0.492892   -0.520081	0.00272357
          96   -0.500557   -0.519878	0.00270271
          97     -0.4975   -0.519647	0.00268463
          98   -0.495106   -0.519396	0.00266887
          99   -0.496135   -0.519161	0.0026522
         100   -0.493783   -0.518908	0.00263778
