           1     -6.6088     -6.6088	0
           2    -6.57293    -6.59086	0.0179352
           3    -6.70436     -6.6287	0.0392257
           4    -6.77037    -6.66411	0.0449859
           5    -6.67365    -6.66602	0.0348982
           6    -6.66181    -6.66532	0.0285029
           7     -6.6749    -6.66669	0.0241282
           8    -6.67625    -6.66788	0.0209298
           9     -6.6618    -6.66721	0.0184707
          10    -6.67347    -6.66783	0.0165325
          11    -6.62964    -6.66436	0.0153521
          12     -6.5656    -6.65613	0.0162524
          13    -6.60674    -6.65233	0.0154253
          14    -6.66399    -6.65316	0.0143053
          15    -6.69649    -6.65605	0.0136271
          16    -6.63603     -6.6548	0.0128083
          17    -6.60595    -6.65193	0.0123697
          18    -6.70355     -6.6548	0.0120096
          19    -6.69527    -6.65693	0.0115579
          20    -6.66331    -6.65724	0.0109695
          21    -6.64881    -6.65684	0.0104418
          22    -6.66847    -6.65737	0.00996986
          23    -6.66652    -6.65777	0.00953483
          24    -6.71753    -6.66026	0.0094624
          25    -6.71244    -6.66235	0.00931288
          26    -6.64047     -6.6615	0.00898702
          27    -6.61659    -6.65984	0.00880633
          28    -6.61868    -6.65837	0.00861241
          29    -6.64334    -6.65785	0.00832627
          30    -6.65936     -6.6579	0.0080441
          31     -6.6137    -6.65648	0.00790985
          32    -6.60789    -6.65496	0.00780773
          33    -6.59346     -6.6531	0.0077935
          34    -6.63988    -6.65271	0.00757079
          35    -6.70045    -6.65407	0.00747681
          36    -6.71968    -6.65589	0.00749121
          37    -6.71724    -6.65755	0.0074722
          38    -6.69892    -6.65864	0.00735392
          39    -6.69355    -6.65954	0.00721859
          40    -6.60359    -6.65814	0.00717347
          41     -6.6226    -6.65727	0.0070498
          42    -6.64946    -6.65708	0.00688242
          43     -6.6727    -6.65745	0.00673027
          44    -6.70296    -6.65848	0.00665639
          45    -6.67506    -6.65885	0.00651721
          46    -6.62663    -6.65815	0.00641234
          47     -6.5917    -6.65674	0.00643176
          48    -6.61055    -6.65577	0.00636944
          49    -6.64595    -6.65557	0.00624132
          50    -6.59336    -6.65433	0.00624052
          51    -6.59357    -6.65314	0.00623186
          52    -6.71211    -6.65427	0.0062152
          53    -6.72653    -6.65563	0.00624737
          54    -6.66407    -6.65579	0.00613257
          55    -6.71097    -6.65679	0.00610307
          56    -6.67885    -6.65719	0.00600602
          57    -6.59643    -6.65612	0.00599523
          58    -6.59642    -6.65509	0.00598022
          59    -6.66505    -6.65526	0.00588041
          60     -6.6577     -6.6553	0.00578172
          61    -6.64711    -6.65517	0.00568773
          62     -6.6342    -6.65483	0.00560545
          63    -6.62808     -6.6544	0.00553207
          64    -6.63632    -6.65412	0.00545228
          65    -6.66043    -6.65422	0.00536862
          66    -6.64758    -6.65412	0.0052876
          67     -6.6102    -6.65346	0.00524918
          68    -6.64097    -6.65328	0.00517467
          69     -6.6803    -6.65367	0.00511414
          70    -6.64793    -6.65359	0.00504122
          71    -6.64945    -6.65353	0.00497005
          72    -6.74317    -6.65478	0.00505619
          73    -6.73291    -6.65585	0.00510003
          74    -6.58296    -6.65486	0.00512617
          75    -6.61172    -6.65429	0.00508995
          76    -6.63849    -6.65408	0.00502684
          77    -6.61204    -6.65353	0.00499107
          78    -6.64367    -6.65341	0.00492829
          79    -6.78053    -6.65501	0.0051247
          80      -6.831    -6.65721	0.0055177
          81    -6.65084    -6.65714	0.00544973
          82    -6.48433    -6.65503	0.00578068
          83    -6.56304    -6.65392	0.00581715
          84    -6.65523    -6.65394	0.0057475
          85    -6.64037    -6.65378	0.00568172
          86    -6.65251    -6.65376	0.00561529
          87    -6.71152    -6.65443	0.00558994
          88    -6.69692    -6.65491	0.00554711
          89    -6.59409    -6.65422	0.00552684
          90    -6.62081    -6.65385	0.00547769
          91    -6.71138    -6.65449	0.00545392
          92    -6.78559    -6.65591	0.00557936
          93      -6.697    -6.65635	0.0055367
          94    -6.63676    -6.65614	0.00548145
          95    -6.58498     -6.6554	0.00547493
          96      -6.608     -6.6549	0.00544005
          97    -6.69159    -6.65528	0.00539695
          98    -6.67575    -6.65549	0.00534567
          99    -6.62037    -6.65513	0.00530328
         100    -6.61987    -6.65478	0.00526181
